TransactionAmount,TransactionDuration,LoginAttempts,Channel,Location,TransactionAmount_bin,CustomerAge_bin,Target
0.08819866065612214,0.4551724137931034,0.0,1,36,2,1,1
0.05439195351382338,0.27586206896551724,0.0,0,29,1,3,1
0.16504156135185136,0.2517241379310345,0.0,1,23,3,0,0
0.03141464939937984,0.14482758620689656,0.0,1,8,0,3,2
0.15233082314928212,0.17586206896551726,0.0,1,9,3,4,2
0.20129765223962268,0.06206896551724138,0.0,1,16,3,2,0
0.058269275868358644,0.1413793103448276,0.0,1,18,1,0,0
0.2961461291919639,0.489655172413793,0.0,0,16,4,2,0
0.13744169684967558,0.7482758620689656,0.0,1,9,3,4,2
0.1820778070198296,0.7448275862068966,0.0,2,19,3,2,0
0.31328139250071657,0.32413793103448274,0.0,1,30,4,3,1
0.002871511582458243,0.393103448275862,0.0,2,5,0,2,2
0.10478672121322667,0.6068965517241379,0.0,1,26,2,2,0
0.1553847356489564,0.7413793103448276,0.0,1,16,3,3,0
0.2714125648174688,0.4068965517241379,0.0,1,0,4,0,2
0.06098444380748886,0.020689655172413793,0.0,2,2,1,3,2
0.09842353492977564,0.32068965517241377,0.0,3,16,2,1,0
0.06946348073064595,0.7241379310344828,0.0,0,1,1,2,2
0.07449774604580868,0.43103448275862066,0.0,2,9,1,1,2
0.012773275659900461,0.15517241379310343,0.0,0,4,0,3,2
0.12177085233342885,0.9310344827586207,0.0,2,17,2,0,0
0.11108737003934646,0.04827586206896552,0.0,1,16,2,0,0
0.12083279047346066,0.1413793103448276,0.0,0,43,2,1,1
0.15498682416176962,0.35517241379310344,0.0,2,18,3,0,0
0.04756494775516586,0.20344827586206898,0.0,1,25,1,2,0
0.0625530916955468,0.23103448275862065,0.0,1,24,1,0,0
0.0906741016754827,0.19655172413793104,0.0,2,39,2,2,1
0.09560413789509341,0.3172413793103448,0.0,0,10,2,2,2
0.17986293873934908,0.24137931034482757,0.0,3,31,3,3,1
0.11108737003934646,0.2655172413793103,0.0,0,11,2,4,2
0.13531542330041432,0.5517241379310345,0.0,2,10,3,2,2
0.08049091904005003,0.506896551724138,0.0,2,36,2,1,1
0.11108737003934646,0.06896551724137931,0.0,2,2,2,3,2
0.012663835109570837,0.20344827586206898,0.0,1,23,0,4,0
0.2959116137269719,0.3620689655172414,0.0,0,42,4,2,1
0.004872710217057092,0.5827586206896552,0.0,2,36,0,3,1
0.20465382911639785,0.3103448275862069,0.0,2,18,3,0,0
0.37348932954634284,0.08275862068965517,0.0,2,25,4,3,0
0.11652291737238449,0.15517241379310343,0.0,0,18,2,3,0
0.12007191807593089,0.43103448275862066,0.0,1,15,2,0,0
0.23027334080308517,0.8620689655172414,0.0,2,20,4,0,0
0.3355707845845167,0.21379310344827585,0.0,0,35,4,1,1
0.2649607838027985,0.40344827586206894,0.0,1,23,4,2,0
0.4473356437449514,0.603448275862069,0.0,1,37,4,1,1
0.01308075149177893,0.23448275862068962,0.0,0,21,0,3,0
0.0767959976027308,0.4241379310344827,0.0,1,5,1,4,2
0.059806655027750996,0.5689655172413793,0.0,1,35,1,1,1
0.19965604398467832,0.04827586206896552,0.0,1,13,3,1,2
0.05121817755426428,0.5413793103448277,0.0,2,12,1,0,2
0.043244651744534485,0.5310344827586208,0.0,1,13,1,3,2
0.10209239909320686,0.4689655172413793,0.0,1,41,2,1,1
0.06758214555593192,0.7758620689655172,0.0,0,19,1,1,0
0.15980404930036218,0.1413793103448276,0.0,2,7,3,2,2
0.05978580920864059,0.24137931034482757,0.0,2,39,1,3,1
0.3941579591943091,0.02413793103448276,0.0,1,34,4,1,1
0.2623967480522188,0.08620689655172413,0.0,2,20,4,0,0
0.07440393985981186,0.4724137931034483,0.0,0,35,1,4,1
0.11108737003934646,0.21724137931034482,0.0,0,8,2,3,2
0.12782656278500143,0.5862068965517242,0.0,0,27,2,0,0
0.13242827735362328,0.5655172413793104,0.0,2,9,3,2,2
0.1112645595017849,0.9379310344827586,0.0,0,9,2,4,2
0.17072725851421425,0.32413793103448274,0.0,2,14,3,2,0
0.0011673658701826615,0.33448275862068966,0.0,2,36,0,2,1
0.1562498371420382,0.1275862068965517,0.0,2,2,3,4,2
0.02955937149855382,0.38620689655172413,0.0,0,28,0,2,1
0.21230945618469393,0.17931034482758618,0.0,2,4,3,0,2
0.06022878286473669,0.5413793103448277,0.0,1,14,1,2,0
0.027782265419391824,0.38275862068965516,0.0,0,15,0,4,0
0.032873856737108166,0.5344827586206897,0.0,2,11,0,2,2
0.16552101519139067,0.2793103448275862,0.0,2,11,3,1,2
0.17270239987492508,0.17586206896551726,0.0,2,32,3,2,1
0.002491075383693358,0.10689655172413794,0.0,0,42,0,3,1
0.1116710529744378,0.8172413793103449,0.0,2,11,2,4,2
0.31193162571331784,0.5103448275862069,0.0,1,30,4,3,1
0.43829376970581335,0.24137931034482757,0.0,2,40,4,0,1
0.019746202152330822,0.3379310344827586,0.0,2,23,0,0,0
0.11108737003934646,0.46206896551724136,0.0,1,35,2,3,1
0.06486176616202412,0.3275862068965517,0.0,1,28,1,1,1
0.15748495192432968,0.10344827586206896,0.0,1,35,3,4,1
0.10828360736899705,0.906896551724138,0.0,2,21,2,2,0
0.002871511582458243,0.8413793103448276,0.0,1,20,0,0,0
0.1985929072100477,0.22413793103448276,0.0,0,0,3,3,2
0.008286213096385856,0.393103448275862,0.0,0,25,0,2,0
0.2531828960054199,0.2,0.0,2,28,4,0,1
0.17517262943950804,0.027586206896551724,0.0,1,35,3,0,1
0.11108737003934646,0.37241379310344824,0.0,2,39,2,4,1
0.12210959689397294,0.3793103448275862,0.0,2,6,2,0,2
0.0029913750423430697,0.8137931034482759,0.0,2,6,0,1,2
0.11108737003934646,0.03793103448275863,0.0,0,11,2,4,2
0.11823748599421527,0.9793103448275863,0.0,0,5,2,0,2
0.12167704614743205,0.02413793103448276,0.0,2,28,2,4,1
0.15498682416176962,0.5379310344827587,0.0,1,17,3,4,0
0.02375902233108372,0.2827586206896551,0.0,0,20,0,0,0
0.11108737003934646,0.9862068965517242,0.0,1,34,2,4,1
0.15498682416176962,0.4551724137931034,0.0,2,27,3,2,0
0.21640044818511087,0.45172413793103444,0.0,0,22,3,4,0
0.13836412434531098,0.2827586206896551,0.0,2,30,3,3,1
0.036031998332334475,0.35517241379310344,0.0,2,41,1,4,1
0.17336946608645804,0.9758620689655172,0.0,1,0,3,1,2
0.13947937566771765,0.5172413793103449,0.0,2,35,3,0,1
0.25836829350913304,0.8793103448275862,0.0,1,37,4,3,1
0.1959506996378039,0.810344827586207,0.0,0,40,3,1,1
0.04312999973942726,0.5551724137931034,0.0,2,39,1,1,1
0.04846652943169086,0.21379310344827585,0.0,2,27,1,0,0
0.41853714464392733,0.4103448275862069,0.0,1,22,4,4,0
0.018500664460484144,0.38620689655172413,0.0,1,5,0,0,2
0.0147327826562785,0.30689655172413793,0.0,2,42,0,3,1
0.07257993068765145,0.5758620689655173,0.0,2,21,1,3,0
0.16015321677046146,0.9482758620689655,0.0,1,11,3,1,2
0.03147197540193345,0.14827586206896554,0.0,1,40,0,3,1
0.038877452640904704,0.396551724137931,0.0,1,26,1,4,0
0.15498682416176962,0.4379310344827586,0.0,1,18,3,2,0
0.12072334992313102,0.5344827586206897,0.0,0,22,2,1,0
0.06563827292388669,0.8896551724137931,0.0,1,3,1,4,2
0.26371003465617426,0.5241379310344828,0.0,2,6,4,3,2
0.15847512833207392,0.0896551724137931,0.0,1,15,3,1,0
0.14674935508247128,0.34137931034482755,0.0,0,11,3,0,2
0.40525314641582194,0.02413793103448276,0.0,1,15,4,1,0
0.06197462021523308,0.296551724137931,0.0,1,20,1,3,0
0.09220626938009745,0.11379310344827585,0.0,2,6,2,4,2
0.13582093441384163,0.0896551724137931,0.0,1,10,3,0,2
0.08818302629178934,0.031034482758620682,0.0,2,6,2,0,2
0.03802798551215572,0.013793103448275862,0.0,1,32,1,0,1
0.11108737003934646,0.3310344827586207,0.0,0,12,2,1,2
0.4129087734841181,0.5310344827586208,0.0,0,3,4,0,2
0.12340724913359563,0.12413793103448274,0.0,2,31,2,4,1
0.01767204315084556,0.15172413793103445,0.0,2,30,0,3,1
0.38564244208770876,0.3896551724137931,0.0,2,30,4,2,1
0.23622482215910573,0.2482758620689655,0.0,0,0,4,3,2
0.15645308387836465,0.3103448275862069,0.0,1,17,3,4,0
0.05767517002371212,0.6586206896551724,0.0,1,41,1,0,1
0.1049743335852203,0.996551724137931,0.0,0,19,2,3,0
0.20791098835239857,0.34137931034482755,0.0,0,32,3,3,1
0.11108737003934646,0.16206896551724137,0.0,2,17,2,4,0
0.32837376553664954,0.14482758620689656,0.0,0,23,4,3,0
0.005565833702478046,0.810344827586207,0.0,0,30,0,3,1
0.11237981082419156,0.7758620689655172,0.0,0,20,2,2,0
0.11108737003934646,0.5344827586206897,0.0,1,42,2,4,1
0.11783620397633998,0.45172413793103444,0.0,1,21,2,2,0
0.2317169137764807,0.3137931034482758,0.0,1,19,4,2,0
0.14608228887093833,0.04827586206896552,0.0,2,41,3,0,1
0.2544649138807098,0.4206896551724138,0.0,1,17,4,2,0
0.0015842822523907548,0.41724137931034483,0.0,1,20,0,2,0
0.10377569898637203,0.5344827586206897,0.0,1,7,2,4,2
0.010475024102978346,0.22413793103448276,0.0,1,40,0,3,1
0.05908747426844203,0.07586206896551724,0.0,2,11,1,2,2
0.25684654871407353,0.7793103448275862,0.0,1,7,4,3,2
0.16006983349401988,0.013793103448275862,0.0,0,20,3,0,0
0.005690908617140475,0.5206896551724138,0.0,2,1,0,2,2
0.16341037600646222,0.48620689655172417,0.0,1,40,3,3,1
0.02644292154154832,0.33448275862068966,0.0,1,39,0,4,1
0.07333559163040361,0.3103448275862069,0.0,1,22,1,3,0
0.1499752455898064,0.18275862068965515,0.0,0,10,3,4,2
0.4170675143966438,0.3379310344827586,0.0,0,28,4,1,1
0.25290147744742947,0.4586206896551724,0.0,0,15,4,2,0
0.2714594679104672,0.703448275862069,0.0,0,18,4,3,0
0.16756390546421035,0.37732047954517367,0.0,0,33,3,4,1
0.15877739270917476,0.5103448275862069,0.0,0,32,3,4,1
0.2250410402063736,0.46551724137931033,0.0,0,12,4,2,2
0.36164369283685543,0.21379310344827585,0.0,0,25,4,3,0
0.06076556270682961,0.5551724137931034,0.0,0,21,1,3,0
0.15498682416176962,0.4793103448275862,0.0,3,11,3,3,2
0.03888787555045991,0.6620689655172414,0.0,0,1,1,0,2
0.15498682416176962,0.30689655172413793,0.0,1,30,3,4,1
0.07006279803007008,0.3310344827586207,0.0,0,13,1,2,2
0.4638090522969487,0.5206896551724138,0.0,2,19,4,1,0
0.18813872892617972,0.5862068965517242,0.0,0,29,3,4,1
0.06842640122990332,0.11034482758620691,0.0,1,5,1,2,2
0.25288584308309664,0.09310344827586207,0.0,2,25,4,4,0
0.2853844750762175,0.41724137931034483,0.0,0,8,4,4,2
0.23818432915548376,0.017241379310344827,0.0,2,41,4,1,1
0.2636891888370639,0.18620689655172412,0.0,0,6,4,3,2
0.25344868019907757,0.3758620689655172,0.0,1,16,4,3,0
0.08516559397555827,0.9724137931034483,0.0,1,36,2,2,1
0.3029887693149543,0.5724137931034483,0.0,0,4,4,0,2
0.02696927847408604,0.2586206896551724,0.0,0,23,0,2,0
0.32831122807931834,0.17931034482758618,0.0,0,4,4,0,2
0.2728092346978659,0.5137931034482759,0.0,0,28,4,2,1
0.36758475128332074,0.393103448275862,0.0,1,31,4,2,1
0.11321364358860775,0.08620689655172413,0.0,1,10,2,2,2
0.04753889048127785,0.45172413793103444,0.0,0,13,1,2,2
0.0026005159340229825,0.13448275862068965,0.0,0,38,0,2,1
0.028021992339161476,0.5206896551724138,0.0,0,25,0,3,0
0.3838080100059932,0.0,0.0,1,22,4,2,0
0.19212028037626705,0.013793103448275862,0.0,1,41,3,3,1
0.01709357167053183,0.5517241379310345,0.0,2,13,0,3,2
0.03452067644683013,0.46206896551724136,0.0,2,21,1,1,0
0.09214894337754384,0.2586206896551724,0.0,3,19,2,1,0
0.30657946165672145,0.41379310344827586,0.0,1,32,4,1,1
0.09028324256716261,0.9379310344827586,0.0,0,26,2,0,0
0.04068582744873231,0.6172413793103448,0.0,2,22,1,3,0
0.021054277301508714,0.503448275862069,0.0,1,21,0,3,0
0.050530265523620915,0.15517241379310343,0.0,1,1,1,4,2
0.017619928603069546,0.24482758620689654,0.0,1,30,0,0,1
0.25629934596242543,0.2206896551724138,0.0,2,14,4,0,0
0.43867420590457823,0.603448275862069,0.0,2,41,4,3,1
0.03819475206503895,0.5103448275862069,0.0,0,1,1,2,2
0.3962112723766839,0.37241379310344824,0.0,2,31,4,3,1
0.14217890924251506,0.4275862068965517,0.0,1,15,3,2,0
0.19356906480444017,0.4586206896551724,0.0,1,37,3,4,1
0.11397451598613752,0.010344827586206896,0.0,0,39,2,0,1
0.1183677723636553,0.1896551724137931,0.0,2,1,2,0,2
0.12389191442791254,0.26206896551724135,0.0,1,18,2,2,0
0.09711024832582014,0.010344827586206896,0.0,2,43,2,3,1
0.17765328191364618,0.47586206896551725,0.0,2,38,3,0,1
0.22634390390077389,0.706896551724138,0.0,0,22,4,3,0
0.1629204992573677,0.11724137931034483,0.0,1,32,3,3,1
0.03902858482945514,0.49655172413793097,0.0,0,4,1,0,2
0.01200719180759309,0.5206896551724138,0.0,0,20,0,3,0
0.0245563749120567,0.17586206896551726,0.0,2,39,0,0,1
0.2671131146259478,0.06896551724137931,0.0,1,34,4,4,1
0.25426166714438336,0.5448275862068966,0.0,1,21,4,2,0
0.006545587200667067,0.503448275862069,0.0,0,13,0,2,2
0.03472913463793418,0.4103448275862069,0.0,2,5,1,4,2
0.2791515751622065,0.041379310344827586,0.0,2,19,4,2,0
0.1409490059150012,0.14827586206896554,0.0,2,42,3,0,1
0.05092633608671861,0.027586206896551724,0.0,1,10,1,4,2
0.10205070745498605,0.30344827586206896,0.0,2,37,2,3,1
0.1307658232795685,0.8137931034482759,0.0,0,38,2,2,1
0.023065898845662767,0.6724137931034483,0.0,2,12,0,1,2
0.09308179378273444,0.5862068965517242,0.0,2,3,2,1,2
0.11108737003934646,0.5655172413793104,0.0,0,18,2,3,0
0.20138103551606432,0.4068965517241379,0.0,1,27,3,2,0
0.08696875732860826,0.034482758620689655,0.0,2,10,2,4,2
0.1797743440081299,0.8379310344827586,0.0,1,14,3,4,0
0.0388722411861271,0.36896551724137927,0.0,0,33,1,4,1
0.3499335539515856,0.15172413793103445,0.0,1,42,4,3,1
0.13277744482372253,0.489655172413793,0.0,0,39,3,2,1
0.023717330692862915,0.34137931034482755,0.0,2,30,0,0,1
0.17168095473851525,0.19310344827586207,0.0,2,35,3,0,1
0.18854001094405504,0.6482758620689656,0.0,1,30,3,3,1
0.006076556270682962,0.14482758620689656,0.0,3,36,0,3,1
0.024577220731167106,0.06206896551724138,0.0,0,36,0,4,1
0.018620527920368973,0.4103448275862069,0.0,1,24,0,4,0
0.07865648695833441,0.296551724137931,0.0,1,27,1,1,0
0.1263048179899419,0.7724137931034483,0.0,2,37,2,0,1
0.025254709852255256,0.02413793103448276,0.0,1,41,0,0,1
0.022513484639237042,0.24137931034482757,0.0,0,4,0,0,2
0.11108737003934646,0.39999999999999997,0.0,2,29,2,0,1
0.2311436537509446,0.2655172413793103,0.0,0,19,4,3,0
0.19015556192511138,0.16206896551724137,0.0,2,9,3,4,2
0.3945852984860724,0.09310344827586207,0.0,0,20,4,0,0
0.010568830288975166,0.21379310344827585,0.0,1,13,0,2,2
0.24759621648383145,0.3275862068965517,0.0,0,31,4,1,1
0.017969096073168826,0.04827586206896552,0.0,0,37,0,3,1
0.3592151549104932,0.2862068965517241,0.0,1,28,4,1,1
0.10992000416916381,0.27586206896551724,0.0,0,42,2,4,1
0.11001381035516064,0.9517241379310345,0.0,1,13,2,2,2
0.38781040727519084,0.33448275862068966,0.0,2,15,4,2,0
0.03187846887458634,0.5517241379310345,0.0,2,31,0,0,1
0.0871251009719363,0.2482758620689655,0.0,1,23,2,1,0
0.18823774656695416,0.2517241379310345,0.0,2,26,3,0,0
0.1973004664252026,0.39999999999999997,0.0,1,41,3,4,1
0.12551788831852412,0.15517241379310343,0.0,1,8,2,1,2
0.06861922505667456,0.010344827586206896,0.0,1,13,1,1,2
0.010433332464757538,0.7000000000000001,0.0,2,28,0,1,1
0.21659848346665972,0.5517241379310345,0.0,1,36,3,4,1
0.025916564609010605,0.37732047954517367,0.0,0,29,0,3,1
0.11108737003934646,0.493103448275862,0.0,2,10,2,1,2
0.05232300596711572,0.46206896551724136,0.0,1,9,1,2,2
0.25290147744742947,0.47586206896551725,0.0,2,21,4,0,0
0.16723037235844385,0.5827586206896552,0.0,1,20,3,2,0
0.3705552805065534,0.1413793103448276,0.0,1,38,4,0,1
0.006238111368788598,0.44482758620689655,0.0,0,15,0,2,0
0.18275529614091773,0.18620689655172412,0.0,0,7,3,0,2
0.15717226463767361,0.05172413793103449,0.0,2,8,3,3,2
0.015154910493264194,0.06896551724137931,0.0,2,21,0,4,0
0.12061912082757902,0.47586206896551725,0.0,1,33,2,1,1
0.09337363525028011,0.806896551724138,0.0,0,28,2,3,1
0.018995752664356255,0.15517241379310343,0.0,1,17,0,2,0
0.07184511556400969,0.9344827586206896,0.0,1,20,1,3,0
0.121416473408552,0.21379310344827585,0.0,0,21,2,1,0
0.3173150584985799,0.5758620689655173,0.0,0,40,4,2,1
0.22741746358495973,0.3482758620689655,0.0,1,20,4,1,0
0.45348516038252074,0.15517241379310343,0.0,1,20,4,1,0
0.18455845949396774,0.4068965517241379,0.0,0,6,3,4,2
0.01165802433749381,0.35172413793103446,0.0,2,18,0,3,0
0.09481199676889802,0.14827586206896554,0.0,1,23,2,0,0
0.06595096021054277,0.9655172413793104,0.0,1,30,1,0,1
0.15004299450191522,0.13793103448275862,0.0,2,41,3,1,1
0.06176095056935143,0.3896551724137931,0.0,1,1,1,3,2
0.33955754748938166,0.5379310344827587,0.0,0,16,4,0,0
0.03459884826849415,0.07931034482758621,0.0,0,11,1,1,2
0.05121296609948667,0.5379310344827587,0.0,1,10,1,4,2
0.07227766631055058,0.06896551724137931,0.0,2,42,1,4,1
0.017526122417072725,0.5758620689655173,0.0,1,26,0,0,0
0.012220861453474738,0.5310344827586208,0.0,1,1,0,3,2
0.11108737003934646,0.7862068965517242,0.0,2,35,2,3,1
0.01344555332621101,0.9413793103448276,0.0,0,36,0,4,1
0.008760455481147563,0.11724137931034483,0.0,1,20,0,1,0
0.3666935925163509,0.17931034482758618,0.0,2,35,4,2,1
0.11108737003934646,0.49999999999999994,0.0,0,15,2,2,0
0.01370091461031347,0.7517241379310345,0.0,0,15,0,4,0
0.07668134559762357,0.8586206896551725,0.0,1,38,1,2,1
0.10519321468587955,0.027586206896551724,0.0,0,22,2,1,0
0.1605961904265576,0.09999999999999999,0.0,1,26,3,4,0
0.005690908617140475,0.46206896551724136,0.0,0,24,0,3,0
0.15315944445892068,0.43448275862068964,0.0,2,14,3,2,0
0.015279985407926622,0.37732047954517367,0.0,1,7,0,3,2
0.07253823904943063,0.07241379310344827,0.0,2,4,1,1,2
0.22532767021914166,0.4379310344827586,0.0,0,7,4,1,2
0.0683586523177945,0.1896551724137931,0.0,2,5,1,2,2
0.2691507934439899,0.4068965517241379,0.0,0,23,4,2,0
0.06335044427651979,0.3896551724137931,0.0,2,7,1,4,2
0.19503348359694608,0.5793103448275863,0.0,1,37,3,0,1
0.08644240039607055,0.7482758620689656,0.0,0,29,2,4,1
0.3265706021835995,0.4689655172413793,0.0,0,6,4,0,2
0.24316126846809288,0.5344827586206897,0.0,1,2,4,3,2
0.4109649008520729,0.7620689655172415,0.0,2,31,4,3,1
0.45516324882090836,0.16896551724137931,0.0,2,28,4,1,1
0.27361179873361646,0.4275862068965517,0.0,0,7,4,4,2
0.05727909946061443,0.4379310344827586,0.0,0,33,1,1,1
0.32958803449983065,0.22758620689655168,0.0,0,10,4,4,2
0.06466894233525287,0.27586206896551724,0.0,0,28,1,4,1
0.02271673137556349,0.38620689655172413,0.0,0,14,0,3,0
0.14777080021888112,0.06551724137931035,0.0,1,36,3,1,1
0.08769314954269483,0.35172413793103446,0.0,0,37,2,4,1
0.11378169215936627,0.3896551724137931,0.0,1,10,2,2,2
0.06909346744143627,0.4586206896551724,0.0,0,28,1,0,1
0.08187716601089193,0.9620689655172414,0.0,1,9,2,2,2
0.07531073299111446,0.5137931034482759,0.0,2,0,1,0,2
0.33507569638064466,0.2862068965517241,0.0,0,1,4,4,2
0.11108737003934646,0.9896551724137931,0.0,1,12,2,2,2
0.10829924173332985,0.0896551724137931,0.0,2,28,2,1,1
0.04900852072856138,0.16206896551724137,0.0,1,31,1,3,1
0.15386299085389687,0.0896551724137931,0.0,0,23,3,3,0
0.015618729968470697,0.30689655172413793,0.0,0,2,0,2,2
0.058258852958803446,0.5137931034482759,0.0,0,31,1,0,1
0.09379576308726581,0.46206896551724136,0.0,1,31,2,3,1
0.007009406675873571,0.47586206896551725,0.0,2,10,0,2,2
0.05017588659874404,0.29310344827586204,0.0,1,27,1,3,0
0.04121739583604763,0.2068965517241379,0.0,2,20,1,4,0
0.052521041248664566,0.5172413793103449,0.0,0,35,1,1,1
0.03864814863069026,0.2,0.0,2,12,1,2,2
0.020533131823748597,0.5482758620689655,0.0,1,41,0,2,1
0.05164551684602757,0.12413793103448274,0.0,0,39,1,2,1
0.06440836959637282,0.806896551724138,0.0,2,19,1,3,0
0.222357140995909,0.8206896551724138,0.0,0,29,4,0,1
0.06955728691664277,0.3896551724137931,0.0,2,38,1,0,1
0.11576204497485472,0.21724137931034482,0.0,2,41,2,2,1
0.11240065664330197,0.44827586206896547,0.0,2,41,2,0,1
0.003147718685671105,0.9413793103448276,0.0,1,8,0,4,2
0.4304505302655236,0.6862068965517242,0.0,0,7,4,1,2
0.15498682416176962,0.19655172413793104,0.0,2,8,3,1,2
0.0683742866821273,0.8551724137931035,0.0,1,5,1,4,2
0.10558407379419965,0.4793103448275862,0.0,1,22,2,3,0
0.1397347369518201,0.5551724137931034,0.0,0,24,3,0,0
0.10140969851734111,0.41379310344827586,0.0,2,17,2,0,0
0.07144383354613439,0.7241379310344828,0.0,3,34,1,2,1
0.37131094144930554,0.05172413793103449,0.0,1,30,4,2,1
0.18425619511686686,0.4586206896551724,0.0,0,25,3,2,0
0.2642155457696016,0.4586206896551724,0.0,1,42,4,2,1
0.1107329911144696,0.4068965517241379,0.0,1,39,2,1,1
0.1897803371811241,0.4689655172413793,0.0,0,7,3,2,2
0.10155040779633634,0.46206896551724136,0.0,0,21,2,2,0
0.12004586080204288,0.6689655172413793,0.0,1,33,2,4,1
0.3851369309742815,0.1275862068965517,0.0,1,40,4,3,1
0.20329363941944395,0.17586206896551726,0.0,0,29,3,4,1
0.12599734215806344,0.393103448275862,0.0,2,9,2,3,2
0.12618495453005707,0.9,0.0,0,35,2,0,1
0.07023477603773093,0.5862068965517242,0.0,0,37,1,0,1
0.043380149568752115,0.2793103448275862,0.0,1,9,1,3,2
0.10072699794147535,0.8862068965517241,0.0,1,28,2,4,1
0.32159887432576806,0.17586206896551726,0.0,3,18,4,1,0
0.40387211089975766,0.09655172413793102,0.0,2,0,4,3,2
0.13878625218229668,0.3103448275862069,0.0,0,12,3,4,2
0.07980821846418427,0.46206896551724136,0.0,0,23,2,2,0
0.11108737003934646,0.8310344827586207,0.0,1,5,2,3,2
0.002532767021914167,0.27586206896551724,0.0,1,27,0,1,0
0.06193814003178987,0.41724137931034483,0.0,0,11,1,3,2
0.11108737003934646,0.4724137931034483,0.0,2,7,2,0,2
0.06225603877322354,0.3896551724137931,0.0,1,40,1,1,1
0.05583552648721891,0.07586206896551724,0.0,2,41,1,3,1
0.0602756859577351,0.16206896551724137,0.0,0,33,1,3,1
0.22814706725382392,0.8172413793103449,0.0,0,30,4,4,1
0.35283112280793183,0.9551724137931035,0.0,2,15,4,1,0
0.15412356359277693,0.8206896551724138,0.0,1,19,3,1,0
0.15573390311905566,0.25517241379310346,0.0,1,4,3,1,2
0.24038356307163145,0.11724137931034483,0.0,1,10,4,0,2
0.0522500456002293,0.3448275862068965,0.0,0,19,1,2,0
0.04434426870260833,0.5379310344827587,0.0,0,42,1,4,1
0.041431065481929284,0.5517241379310345,0.0,1,33,1,2,1
